,theta,beta
0,20.710593137499643,-5.834229659715633
1,15.710593137499643,-10.16029318545963
2,10.710593137499643,-21.26586269162791
3,25.710593137499643,-25.650776530836588
4,30.710593137499643,-42.666979193109995
