x,y,z,p
0.272673,0.273273,-1.35605e-18,0.643862
0.272372,0.276276,-2.6617e-18,0.643862
0.272072,0.279279,-2.22108e-18,0.643862
0.271772,0.282282,-2.3281e-18,0.643862
0.271471,0.285285,-2.06846e-18,0.627475
0.271171,0.288288,-4.41495e-18,0.627475
0.270871,0.291291,-5.88985e-18,0.627475
0.270571,0.294294,-6.57021e-18,0.627475
0.27027,0.297297,-4.68657e-18,0.627475
0.26997,0.3003,-4.43347e-18,0.606808
0.26967,0.303303,-2.96359e-18,0.606808
0.269369,0.306306,-6.07439e-18,0.606808
0.269069,0.309309,-3.70195e-18,0.606808
0.268769,0.312312,-1.69251e-18,0.5881
0.268468,0.315315,3.07702e-19,0.5881
0.268168,0.318318,3.70935e-18,0.5881
0.267868,0.321321,4.0537e-18,0.5881
0.267568,0.324324,9.65359e-18,0.595574
0.267267,0.327327,8.97572e-18,0.595574
0.266967,0.33033,9.56387e-18,0.595574
0.266667,0.333333,8.97587e-18,0.595574
0.266366,0.336336,8.36477e-18,0.595574
0.266066,0.339339,9.49724e-18,0.668779
0.265766,0.342342,4.07514e-18,0.668779
0.265465,0.345345,2.49618e-18,0.668779
0.265165,0.348348,1.58857e-18,0.668779
0.264865,0.351351,1.6726e-18,0.668779
0.264565,0.354354,2.52012e-18,0.754289
0.264264,0.357357,9.36807e-19,0.754289
0.263964,0.36036,1.52359e-18,0.754289
0.263664,0.363363,4.90481e-18,0.754289
0.263363,0.366366,5.01633e-18,0.754289
0.263063,0.369369,3.04419e-18,0.883448
0.262763,0.372372,3.64867e-18,0.883448
0.262462,0.375375,3.90618e-18,0.883448
0.262162,0.378378,3.65586e-18,0.883448
0.261862,0.381381,4.78635e-18,0.883448
0.261562,0.384384,2.07661e-18,1.03183
0.261261,0.387387,6.324e-18,1.03183
0.260961,0.39039,1.55081e-18,1.03183
0.260661,0.393393,1.25434e-18,1.03183
0.26036,0.396396,-2.49537e-18,1.03183
0.26006,0.399399,-2.80046e-18,1.03183
0.25976,0.402402,-3.66415e-18,1.19358
0.259459,0.405405,-3.58012e-18,1.19358
0.259159,0.408408,-2.1083e-18,1.19358
0.258859,0.411411,-3.11864e-18,1.24151
0.258559,0.414414,-1.95046e-18,1.24151
0.258258,0.417417,-1.85087e-18,1.24151
0.257958,0.42042,-2.4508e-18,1.39154
0.257658,0.423423,-3.3771e-18,1.39154
0.257357,0.426426,-4.73708e-18,1.39154
0.257057,0.429429,-5.75351e-18,1.39154
0.256757,0.432432,-3.1555e-18,1.39154
0.256456,0.435435,-2.3756e-18,1.39154
0.256156,0.438438,-4.46887e-18,1.48885
0.255856,0.441441,-7.48742e-19,1.48885
0.255556,0.444444,-1.14994e-18,1.48885
0.255255,0.447447,-1.94549e-18,1.48885
0.254955,0.45045,-2.11897e-18,1.48885
0.254655,0.453453,-1.16561e-18,1.48885
0.254354,0.456456,-3.65117e-18,1.52399
0.254054,0.459459,1.80368e-18,1.52399
0.253754,0.462462,1.60781e-18,1.52399
0.253453,0.465465,2.58624e-18,1.52399
0.253153,0.468468,2.09943e-18,1.52399
0.252853,0.471471,2.61255e-18,1.52399
0.252553,0.474474,2.25831e-18,1.52399
0.252252,0.477477,2.64503e-18,1.52945
0.251952,0.48048,3.07801e-18,1.52945
0.251652,0.483483,4.15191e-20,1.52945
0.251351,0.486486,-1.17872e-18,1.52945
0.251051,0.489489,-4.22964e-19,1.52945
0.250751,0.492492,-2.6556e-18,1.52945
0.25045,0.495495,1.07946e-18,1.52977
0.25015,0.498498,4.71593e-19,1.52977
0.24985,0.501502,4.02705e-18,1.52977
0.24955,0.504505,5.50085e-18,1.52977
0.249249,0.507508,2.51056e-18,1.52977
0.248949,0.510511,2.37686e-18,1.52977
0.248649,0.513514,5.45239e-18,1.52977
0.248348,0.516517,2.75782e-18,1.52972
0.248048,0.51952,1.78258e-18,1.52972
0.247748,0.522523,2.50657e-18,1.52972
0.247447,0.525526,2.71014e-18,1.52972
0.247147,0.528529,1.29062e-18,1.52972
0.246847,0.531532,8.25532e-19,1.52972
0.246547,0.534535,-5.58804e-19,1.52972
0.246246,0.537538,-2.55244e-18,1.52972
0.245946,0.540541,-3.02395e-18,1.52958
0.245646,0.543544,-3.03912e-18,1.52958
0.245345,0.546547,-2.18694e-18,1.52958
0.245045,0.54955,-1.54923e-18,1.52958
0.244745,0.552553,-9.41271e-19,1.52958
0.244444,0.555556,-2.16182e-18,1.52958
0.244144,0.558559,-1.88772e-18,1.52958
0.243844,0.561562,1.7948e-18,1.52946
0.243544,0.564565,6.68549e-19,1.52946
0.243243,0.567568,-1.32507e-18,1.52946
0.242943,0.570571,-5.43133e-19,1.52946
0.242643,0.573574,-2.8407e-18,1.52946
0.242342,0.576577,-1.54964e-18,1.52946
0.242042,0.57958,-1.72225e-18,1.52946
0.241742,0.582583,-2.91821e-18,1.52946
0.241441,0.585586,1.63177e-18,1.52952
0.241141,0.588589,3.1076e-18,1.52952
0.240841,0.591592,4.58342e-18,1.52952
0.240541,0.594595,4.67146e-18,1.52952
0.24024,0.597598,6.14728e-18,1.52952
0.23994,0.600601,6.54087e-18,1.52952
0.23964,0.603604,7.61659e-18,1.52968
0.239339,0.606607,5.45773e-18,1.52968
0.239039,0.60961,4.42376e-18,1.52968
0.238739,0.612613,8.09215e-18,1.53008
0.238438,0.615616,5.0656e-18,1.53008
0.238138,0.618619,4.34555e-18,1.53008
0.237838,0.621622,2.49792e-18,1.53008
0.237538,0.624625,-1.18783e-18,1.53008
0.237237,0.627628,-1.42526e-18,1.53008
0.236937,0.630631,-1.19044e-18,1.53008
0.236637,0.633634,6.34387e-19,1.53008
0.236336,0.636637,2.05735e-18,1.5305
0.236036,0.63964,2.44316e-18,1.5305
0.235736,0.642643,4.56368e-18,1.5305
0.235435,0.645646,4.94948e-18,1.5305
0.235135,0.648649,6.7662e-18,1.5305
0.234835,0.651652,6.26606e-18,1.5305
0.234535,0.654655,5.29143e-18,1.5305
0.234234,0.657658,4.64207e-18,1.5305
0.233934,0.660661,6.59479e-18,1.5305
0.233634,0.663664,8.82135e-18,1.53068
0.233333,0.666667,9.60536e-18,1.53068
0.233033,0.66967,3.45047e-18,1.53068
0.232733,0.672673,4.58142e-18,1.53068
0.232432,0.675676,5.36542e-18,1.53068
0.232132,0.678679,9.5667e-18,1.53068
0.231832,0.681682,1.13371e-17,1.53068
0.231532,0.684685,1.25004e-17,1.53068
0.231231,0.687688,1.07146e-17,1.53068
0.230931,0.690691,1.37861e-17,1.53068
0.230631,0.693694,1.19922e-17,1.5304
0.23033,0.696697,1.29703e-17,1.5304
0.23003,0.6997,1.32545e-17,1.5304
0.22973,0.702703,1.35387e-17,1.5304
0.229429,0.705706,1.62081e-17,1.5304
0.229129,0.708709,1.52608e-17,1.5304
0.228829,0.711712,1.67926e-17,1.5304
0.228529,0.714715,1.38378e-17,1.5304
0.228228,0.717718,1.56647e-17,1.5304
0.227928,0.720721,1.57569e-17,1.5304
0.227628,0.723724,1.98707e-17,1.5294
0.227327,0.726727,1.8557e-17,1.5294
0.227027,0.72973,1.55085e-17,1.5294
0.226727,0.732733,1.57559e-17,1.5294
0.226426,0.735736,1.53083e-17,1.5294
0.226126,0.738739,1.6011e-17,1.5294
0.225826,0.741742,1.60182e-17,1.5294
0.225526,0.744745,1.68929e-17,1.5294
0.225225,0.747748,1.88083e-17,1.5294
0.224925,0.750751,1.62135e-17,1.5294
0.224625,0.753754,1.53837e-17,1.52892
0.224324,0.756757,1.5129e-17,1.52892
0.224024,0.75976,1.6956e-17,1.52892
0.223724,0.762763,1.67013e-17,1.52892
0.223423,0.765766,1.60996e-17,1.52892
0.223123,0.768769,1.47791e-17,1.52892
0.222823,0.771772,1.46076e-17,1.52892
0.222523,0.774775,1.41758e-17,1.52892
0.222222,0.777778,1.20094e-17,1.52892
0.221922,0.780781,1.15776e-17,1.52892
0.221622,0.783784,1.11019e-17,1.529
0.221321,0.786787,1.13959e-17,1.52908
0.221021,0.78979,1.16477e-17,1.52908
0.220721,0.792793,1.25933e-17,1.52908
