x,y,z,p
0,0.3,0,1.53172
2.39419e-19,0.3,3.46945e-18,1.43915
-0.003003,0.2997,-4.23896e-18,1.53172
-0.00600601,0.299399,-1.23652e-18,1.53172
-0.00900901,0.299099,-1.6591e-18,1.53178
-0.012012,0.298799,-9.90609e-19,1.53178
-0.015015,0.298498,-3.67862e-18,1.53184
-0.018018,0.298198,-1.14128e-17,1.53184
-0.021021,0.297898,-1.37599e-17,1.53192
-0.024024,0.297598,-1.4469e-17,1.53192
-0.036036,0.296396,2.4422e-19,1.53209
-0.039039,0.296096,2.14569e-18,1.53209
-0.042042,0.295796,2.10699e-18,1.53209
-0.045045,0.295495,1.01387e-18,1.53213
-0.048048,0.295195,2.45819e-18,1.53213
-0.0510511,0.294895,3.77215e-18,1.53215
-0.0720721,0.292793,5.31888e-20,1.53212
-0.0750751,0.292492,-3.12546e-18,1.53212
-0.0780781,0.292192,-6.38155e-18,1.53207
-0.0810811,0.291892,-3.18023e-18,1.53207
-0.0840841,0.291592,-5.80311e-18,1.53207
-0.117117,0.288288,1.66211e-18,1.53166
-0.12012,0.287988,2.4219e-18,1.53166
-0.123123,0.287688,1.32859e-18,1.53166
-0.126126,0.287387,9.15736e-19,1.53166
-0.129129,0.287087,3.63986e-18,1.53144
-0.132132,0.286787,5.54179e-19,1.53144
-0.144144,0.285586,-2.12749e-18,1.5312
-0.147147,0.285285,-4.12636e-18,1.5312
-0.15015,0.284985,-3.44133e-18,1.5312
-0.153153,0.284685,-2.4737e-18,1.5309
-0.156156,0.284384,-6.31268e-20,1.5309
-0.159159,0.284084,8.11697e-20,1.5309
-0.162162,0.283784,1.48699e-18,1.5309
-0.165165,0.283483,-8.33216e-19,1.53053
-0.186186,0.281381,8.82785e-19,1.53015
-0.189189,0.281081,6.49628e-19,1.52975
-0.192192,0.280781,-6.8716e-21,1.52975
-0.195195,0.28048,1.28819e-18,1.52975
-0.24024,0.275976,3.65565e-18,1.52865
-0.243243,0.275676,2.86069e-18,1.52865
-0.246246,0.275375,3.71371e-18,1.52865
-0.249249,0.275075,3.05493e-18,1.52836
-0.252252,0.274775,1.48754e-18,1.52836
-0.255255,0.274474,6.14049e-19,1.52836
-0.258258,0.274174,1.99417e-18,1.52836
-0.261261,0.273874,-2.5484e-19,1.52836
-0.264264,0.273574,1.63361e-18,1.5281
-0.267267,0.273273,-2.90249e-18,1.5281
-0.27027,0.272973,-1.02011e-18,1.5281
-0.303303,0.26967,2.85914e-18,1.52787
-0.306306,0.269369,1.23494e-18,1.52787
-0.309309,0.269069,1.60357e-18,1.52787
-0.312312,0.268769,2.70736e-18,1.52787
-0.315315,0.268468,3.63768e-18,1.52787
-0.318318,0.268168,3.22719e-18,1.5279
-0.321321,0.267868,3.14673e-18,1.5279
-0.324324,0.267568,-9.23597e-19,1.5279
-0.351351,0.264865,-1.21162e-18,1.52811
-0.354354,0.264565,9.99865e-20,1.52811
-0.357357,0.264264,-7.30074e-19,1.52827
-0.36036,0.263964,2.37911e-20,1.52827
-0.363363,0.263664,-9.57068e-19,1.52827
-0.381381,0.261862,2.14808e-18,1.52851
-0.384384,0.261562,-2.36129e-19,1.52851
-0.387387,0.261261,4.4418e-18,1.52851
-0.39039,0.260961,-1.99616e-19,1.52851
-0.393393,0.260661,-9.37906e-19,1.52851
-0.396396,0.26036,-4.10481e-18,1.52851
-0.399399,0.26006,-9.74132e-18,1.52872
-0.402402,0.25976,-1.24875e-17,1.52872
-0.405405,0.259459,-1.34989e-17,1.52872
-0.408408,0.259159,-1.71484e-17,1.52872
-0.411411,0.258859,-1.91728e-17,1.52872
-0.414414,0.258559,-2.16308e-17,1.52872
-0.417417,0.258258,-2.3395e-17,1.52872
-0.477477,0.252252,-4.26742e-18,1.52957
-0.48048,0.251952,-3.00626e-18,1.52957
-0.483483,0.251652,-2.9941e-18,1.52957
-0.486486,0.251351,-2.28805e-18,1.52957
-0.489489,0.251051,-3.31672e-18,1.52957
-0.492492,0.250751,1.21592e-18,1.52992
-0.495495,0.25045,1.50111e-19,1.52992
-0.498498,0.25015,2.55375e-18,1.52992
-0.501502,0.24985,-2.46785e-19,1.52992
-0.504505,0.24955,4.47846e-18,1.52992
-0.507508,0.249249,4.46007e-18,1.52992
-0.510511,0.248949,6.56672e-18,1.52992
-0.513514,0.248649,3.81613e-18,1.52992
-0.516517,0.248348,2.80028e-18,1.52992
-0.51952,0.248048,6.18393e-18,1.53023
-0.522523,0.247748,9.61608e-18,1.53023
-0.525526,0.247447,8.53795e-18,1.53023
-0.528529,0.247147,1.09293e-17,1.53023
-0.531532,0.246847,1.54758e-17,1.53023
-0.534535,0.246547,1.6207e-17,1.53023
-0.633634,0.236637,-3.75919e-18,1.5308
-0.636637,0.236336,4.95561e-19,1.5308
-0.63964,0.236036,1.1074e-18,1.5308
-0.642643,0.235736,-3.62434e-19,1.5308
-0.645646,0.235435,5.96347e-19,1.5308
-0.648649,0.235135,3.47557e-18,1.5308
-0.651652,0.234835,-1.12613e-18,1.5308
-0.654655,0.234535,-2.08491e-18,1.5308
-0.657658,0.234234,-6.51314e-18,1.5308
-0.660661,0.233934,-7.47192e-18,1.5308
-0.663664,0.233634,-8.4001e-18,1.53024
-0.666667,0.233333,-7.10451e-18,1.53024
-0.66967,0.233033,-8.41101e-18,1.53024
-0.672673,0.232733,-7.11542e-18,1.53024
-0.675676,0.232432,-9.28928e-18,1.53024
-0.678679,0.232132,-6.25897e-18,1.53024
-0.681682,0.231832,-8.9144e-18,1.53024
-0.684685,0.231532,-7.78138e-18,1.53024
-0.687688,0.231231,-9.42391e-18,1.53024
-0.690691,0.230931,-1.28012e-17,1.53024
-0.693694,0.230631,-1.09742e-17,1.53024
-0.696697,0.23033,-2.0608e-17,1.52979
-0.6997,0.23003,-1.76742e-17,1.52979
-0.702703,0.22973,-1.67353e-17,1.52979
-0.705706,0.229429,-1.57964e-17,1.52979
-0.708709,0.229129,-1.8327e-17,1.52979
-0.711712,0.228829,-1.73881e-17,1.52979
-0.714715,0.228529,-1.89392e-17,1.52979
-0.717718,0.228228,-1.91842e-17,1.52979
-0.720721,0.227928,-2.0817e-17,1.52979
-0.723724,0.227628,-2.38375e-17,1.52979
-0.726727,0.227327,-2.33886e-17,1.52979
-0.72973,0.227027,4.1164e-18,1.5293
-0.732733,0.226727,4.95918e-18,1.5293
-0.735736,0.226426,5.71522e-18,1.5293
-0.738739,0.226126,4.21612e-18,1.5293
-0.741742,0.225826,7.22731e-18,1.5293
-0.744745,0.225526,1.37079e-17,1.5293
-0.747748,0.225225,1.09497e-17,1.5293
-0.750751,0.224925,1.25356e-17,1.5293
-0.753754,0.224625,1.22999e-17,1.5293
-0.756757,0.224324,1.13704e-17,1.5293
-0.75976,0.224024,1.21756e-17,1.5293
-0.762763,0.223724,1.12461e-17,1.5293
-0.765766,0.223423,3.4844e-19,1.52885
-0.768769,0.223123,-1.07294e-18,1.52885
-0.771772,0.222823,1.23533e-18,1.52885
-0.774775,0.222523,-1.66056e-18,1.52885
-0.777778,0.222222,-1.08701e-18,1.52885
-0.780781,0.221922,1.22126e-18,1.52885
-0.834835,0.216517,-4.50965e-18,1.52856
-0.837838,0.216216,-4.72759e-18,1.52856
-0.840841,0.215916,-4.94578e-18,1.52846
-0.843844,0.215616,-2.65452e-18,1.52846
-0.933934,0.206607,-5.39346e-18,1.52913
-0.936937,0.206306,-6.58739e-18,1.52913
-0.93994,0.206006,-4.31187e-18,1.52913
-0.942943,0.205706,-2.82088e-18,1.52913
-0.945946,0.205405,-4.92293e-18,1.52913
-0.948949,0.205105,-4.24943e-18,1.52913
-0.951952,0.204805,-6.178e-18,1.52913
-0.954955,0.204505,-8.10658e-18,1.52913
-0.957958,0.204204,-8.64738e-18,1.52913
-0.960961,0.203904,-1.0229e-17,1.52913
-0.963964,0.203604,-1.34735e-17,1.52974
-0.966967,0.203303,-1.26365e-17,1.52974
-0.96997,0.203003,-7.93983e-18,1.52974
-0.972973,0.202703,-6.71257e-18,1.52974
-0.975976,0.202402,-6.87308e-18,1.52974
-0.978979,0.202102,-5.29886e-18,1.52974
-0.981982,0.201802,-8.58188e-18,1.52974
-0.984985,0.201502,-5.61988e-18,1.52974
