x,y,z,p
-2.8681e-19,0.3,3.69872e-18,1.52862
2.64927e-19,0.3,0,1.43672
-0.003003,0.2997,6.23324e-18,1.52862
-0.00600601,0.299399,6.24793e-18,1.52856
-0.00900901,0.299099,2.46409e-18,1.52856
-0.018018,0.298198,5.54164e-18,1.52853
-0.021021,0.297898,5.75673e-18,1.52852
-0.024024,0.297598,5.87287e-18,1.52852
-0.027027,0.297297,8.49294e-18,1.52852
-0.036036,0.296396,6.4821e-18,1.52853
-0.039039,0.296096,1.02144e-17,1.52857
-0.045045,0.295495,-8.51416e-19,1.52861
-0.048048,0.295195,-4.69517e-18,1.52861
-0.0510511,0.294895,-2.28333e-18,1.52865
-0.0600601,0.293994,-2.37098e-18,1.52871
-0.0630631,0.293694,-1.90108e-18,1.52878
-0.0660661,0.293393,-7.54133e-19,1.52878
-0.0690691,0.293093,-7.72195e-19,1.52886
-0.0720721,0.292793,-3.23439e-18,1.52886
-0.0750751,0.292492,-4.04341e-18,1.52896
-0.0780781,0.292192,-3.61497e-19,1.52896
-0.0930931,0.290691,1.39218e-18,1.52916
-0.0960961,0.29039,-7.07539e-18,1.52927
-0.0990991,0.29009,-3.68132e-18,1.52927
-0.117117,0.288288,7.79344e-19,1.5295
-0.12012,0.287988,3.1959e-18,1.52962
-0.123123,0.287688,-8.30966e-19,1.52962
-0.126126,0.287387,1.74081e-19,1.52962
-0.129129,0.287087,3.59144e-18,1.52973
-0.132132,0.286787,-1.86254e-19,1.52973
-0.135135,0.286486,2.4383e-18,1.52973
-0.138138,0.286186,2.68226e-18,1.52985
-0.141141,0.285886,-7.30669e-20,1.52985
-0.144144,0.285586,-3.88235e-18,1.52985
-0.147147,0.285285,-8.02675e-18,1.52997
-0.15015,0.284985,-4.94936e-18,1.52997
-0.153153,0.284685,-2.48643e-18,1.52997
-0.156156,0.284384,-8.13493e-20,1.5301
-0.159159,0.284084,-8.98748e-19,1.5301
-0.162162,0.283784,-1.01148e-18,1.5301
-0.165165,0.283483,-2.62029e-18,1.53024
-0.168168,0.283183,-9.73232e-18,1.53024
-0.171171,0.282883,-7.78873e-18,1.53024
-0.174174,0.282583,-9.04723e-18,1.53036
-0.177177,0.282282,-1.06331e-17,1.53036
-0.18018,0.281982,-1.10264e-17,1.53036
-0.183183,0.281682,-3.74545e-18,1.53048
-0.186186,0.281381,-3.96772e-18,1.53048
-0.189189,0.281081,-6.39182e-18,1.53048
-0.192192,0.280781,-5.30219e-18,1.53048
-0.195195,0.28048,-8.46729e-18,1.53058
-0.198198,0.28018,-8.36613e-18,1.53058
-0.201201,0.27988,-5.95977e-18,1.53058
-0.204204,0.27958,7.14524e-20,1.53068
-0.207207,0.279279,3.70596e-18,1.53068
-0.21021,0.278979,3.32809e-18,1.53068
-0.213213,0.278679,2.3824e-18,1.53068
-0.216216,0.278378,3.58043e-18,1.53074
-0.219219,0.278078,-2.26149e-18,1.53074
-0.234234,0.276577,-9.05874e-18,1.53077
-0.237237,0.276276,-1.19856e-17,1.53075
-0.24024,0.275976,-9.6301e-18,1.53075
-0.243243,0.275676,-1.26748e-17,1.53075
-0.246246,0.275375,-1.01731e-17,1.53075
-0.249249,0.275075,2.46363e-18,1.53074
-0.252252,0.274775,5.66621e-18,1.53074
-0.255255,0.274474,6.91719e-18,1.53074
-0.258258,0.274174,7.531e-18,1.53074
-0.261261,0.273874,1.08477e-17,1.53074
-0.264264,0.273574,1.32499e-17,1.53074
-0.267267,0.273273,1.21252e-17,1.53074
-0.27027,0.272973,1.07421e-17,1.53074
-0.273273,0.272673,1.18093e-17,1.53074
-0.276276,0.272372,5.83966e-18,1.53071
-0.279279,0.272072,8.2227e-18,1.53071
-0.282282,0.271772,5.70066e-18,1.53071
-0.285285,0.271471,8.5218e-18,1.53071
-0.288288,0.271171,7.37907e-18,1.53063
-0.291291,0.270871,6.62098e-18,1.53063
-0.294294,0.270571,4.1985e-18,1.53063
-0.297297,0.27027,2.52797e-18,1.53063
-0.3003,0.26997,2.69347e-18,1.53052
-0.303303,0.26967,4.95306e-18,1.53052
-0.351351,0.264865,1.63688e-18,1.52999
-0.354354,0.264565,-3.11291e-19,1.52999
-0.357357,0.264264,7.79844e-19,1.52978
-0.36036,0.263964,-1.36468e-18,1.52978
-0.363363,0.263664,3.34296e-18,1.52978
-0.366366,0.263363,1.0261e-19,1.52978
-0.369369,0.263063,2.50734e-18,1.52978
-0.372372,0.262763,1.503e-18,1.52957
-0.375375,0.262462,3.07249e-18,1.52957
-0.378378,0.262162,-2.15234e-19,1.52957
-0.381381,0.261862,-1.18079e-18,1.52957
-0.384384,0.261562,5.45687e-19,1.52957
-0.387387,0.261261,2.79258e-18,1.52957
-0.39039,0.260961,2.23167e-18,1.52935
-0.426426,0.257357,-3.19595e-18,1.52904
-0.429429,0.257057,-3.05641e-18,1.52904
-0.432432,0.256757,-2.28314e-18,1.52904
-0.435435,0.256456,-3.38924e-19,1.52904
-0.438438,0.256156,1.60023e-18,1.52899
-0.441441,0.255856,-4.44633e-19,1.52899
-0.444444,0.255556,-3.21092e-19,1.52899
-0.483483,0.251652,1.87731e-18,1.52902
-0.486486,0.251351,1.75792e-19,1.52902
-0.489489,0.251051,1.11973e-18,1.52902
-0.492492,0.250751,2.21842e-18,1.52909
-0.495495,0.25045,2.87719e-18,1.52909
-0.498498,0.25015,1.85786e-19,1.52909
-0.501502,0.24985,4.78022e-18,1.52909
-0.534535,0.246547,-1.16542e-18,1.52934
-0.537538,0.246246,8.02514e-19,1.52934
-0.540541,0.245946,5.37253e-18,1.52934
-0.543544,0.245646,2.8944e-18,1.52934
-0.546547,0.245345,4.06052e-19,1.52934
-0.54955,0.245045,-4.51091e-18,1.52934
-0.552553,0.244745,-4.84196e-18,1.52947
-0.555556,0.244444,-6.13832e-18,1.52947
-0.558559,0.244144,-5.39637e-18,1.52947
-0.588589,0.241141,2.89227e-18,1.5296
-0.591592,0.240841,-2.66941e-19,1.5296
-0.594595,0.240541,-3.42615e-18,1.5296
-0.597598,0.24024,-4.52664e-18,1.52974
-0.600601,0.23994,-2.07234e-18,1.52974
-0.603604,0.23964,-1.00582e-18,1.52974
-0.606607,0.239339,-2.57605e-18,1.52974
-0.60961,0.239039,-2.16805e-18,1.52974
-0.612613,0.238739,-2.19374e-18,1.52974
-0.615616,0.238438,-3.26026e-18,1.52974
-0.618619,0.238138,-4.525e-18,1.52989
-0.621622,0.237838,-6.76516e-18,1.52989
-0.624625,0.237538,-7.44406e-18,1.52989
-0.627628,0.237237,-1.33271e-17,1.52989
-0.630631,0.236937,-1.02801e-17,1.52989
-0.633634,0.236637,-1.13359e-17,1.52989
-0.636637,0.236336,-9.9631e-18,1.52989
-0.63964,0.236036,-1.0325e-17,1.52989
-0.642643,0.235736,4.44087e-19,1.52996
-0.645646,0.235435,1.66298e-18,1.52996
-0.648649,0.235135,-1.10799e-18,1.52996
-0.651652,0.234835,-7.5646e-19,1.52996
-0.654655,0.234535,2.13965e-18,1.52996
-0.657658,0.234234,-2.93547e-19,1.52996
-0.660661,0.233934,-9.92023e-19,1.52996
-0.663664,0.233634,4.42245e-20,1.52996
-0.666667,0.233333,-1.95666e-18,1.52995
-0.66967,0.233033,2.92967e-19,1.52995
-0.672673,0.232733,-1.10032e-18,1.52995
-0.675676,0.232432,-2.14667e-18,1.52995
-0.678679,0.232132,-2.53157e-18,1.52995
-0.681682,0.231832,-5.12815e-18,1.52995
-0.684685,0.231532,-5.81652e-18,1.52995
-0.687688,0.231231,-3.3824e-18,1.52995
-0.690691,0.230931,-6.86529e-18,1.52988
-0.693694,0.230631,-7.40102e-18,1.52988
-0.696697,0.23033,-3.9469e-18,1.52988
-0.6997,0.23003,-7.08472e-18,1.52988
-0.702703,0.22973,-7.12469e-18,1.52988
-0.705706,0.229429,-8.15021e-18,1.52988
-0.708709,0.229129,-8.48183e-18,1.52988
-0.711712,0.228829,-7.42568e-18,1.52988
-0.714715,0.228529,3.06997e-18,1.52978
-0.717718,0.228228,7.03499e-18,1.52978
-0.720721,0.227928,7.70404e-18,1.52978
-0.723724,0.227628,7.33225e-18,1.52978
-0.726727,0.227327,6.46197e-18,1.52978
-0.72973,0.227027,4.86051e-18,1.52978
-0.732733,0.226727,8.70175e-18,1.52978
-0.735736,0.226426,1.15022e-17,1.52978
-0.738739,0.226126,1.25678e-17,1.52978
-0.741742,0.225826,1.58498e-17,1.52961
-0.744745,0.225526,1.51218e-17,1.52961
-0.747748,0.225225,1.68224e-17,1.52961
-0.750751,0.224925,1.50536e-17,1.52961
-0.753754,0.224625,1.7203e-17,1.52961
-0.756757,0.224324,2.0056e-17,1.52961
-0.75976,0.224024,2.25187e-17,1.52961
-0.762763,0.223724,2.67162e-17,1.52961
-0.765766,0.223423,2.57094e-17,1.52961
-0.768769,0.223123,4.95311e-18,1.52944
-0.771772,0.222823,6.81822e-18,1.52944
-0.774775,0.222523,1.26732e-17,1.52944
-0.777778,0.222222,1.08954e-17,1.52944
-0.780781,0.221922,9.22713e-18,1.52944
-0.783784,0.221622,8.96664e-18,1.52944
-0.786787,0.221321,7.96889e-18,1.52944
-0.78979,0.221021,6.62419e-18,1.52944
-0.792793,0.220721,7.01422e-18,1.52944
-0.795796,0.22042,9.416e-18,1.5293
-0.798799,0.22012,1.57827e-17,1.5293
-0.801802,0.21982,1.78125e-17,1.5293
-0.804805,0.21952,1.98424e-17,1.5293
-0.807808,0.219219,1.95226e-17,1.5293
-0.810811,0.218919,2.01599e-17,1.5293
-0.813814,0.218619,1.95178e-17,1.5293
-0.816817,0.218318,1.85288e-17,1.5293
-0.81982,0.218018,1.75398e-17,1.5293
-0.822823,0.217718,1.76203e-17,1.52924
-0.825826,0.217417,1.87744e-17,1.52924
-0.828829,0.217117,2.07957e-17,1.52924
-0.831832,0.216817,2.10824e-17,1.52924
-0.834835,0.216517,1.78996e-17,1.52924
-0.837838,0.216216,1.75491e-17,1.52924
-0.840841,0.215916,2.0038e-17,1.52924
-0.843844,0.215616,2.1833e-17,1.52924
-0.861862,0.213814,-3.14295e-18,1.52923
-0.864865,0.213514,-6.33398e-18,1.52923
-0.867868,0.213213,-4.8732e-18,1.52923
-0.870871,0.212913,-7.05981e-18,1.52923
-0.873874,0.212613,-5.60351e-18,1.52923
-0.876877,0.212312,-6.57582e-18,1.52923
-0.87988,0.212012,-4.07868e-18,1.52923
-0.882883,0.211712,6.21874e-19,1.52927
-0.885886,0.211411,-2.35276e-19,1.52927
-0.888889,0.211111,-6.58745e-19,1.52927
-0.891892,0.210811,-1.08221e-18,1.52927
-0.894895,0.210511,1.96376e-18,1.52927
-0.897898,0.21021,2.10262e-18,1.52927
-0.900901,0.20991,2.52609e-18,1.52927
-0.903904,0.20961,2.0822e-18,1.52927
-0.906907,0.209309,2.50567e-18,1.52927
-0.90991,0.209009,2.92914e-18,1.52927
-0.912913,0.208709,-1.01409e-18,1.52954
-0.915916,0.208408,-2.05248e-18,1.52954
-0.918919,0.208108,-3.87149e-18,1.52954
-0.921922,0.207808,-5.34356e-18,1.52954
-0.924925,0.207508,-5.7748e-18,1.52954
-0.927928,0.207207,-3.00968e-18,1.52954
-0.930931,0.206907,-2.03634e-18,1.52954
-0.933934,0.206607,-3.33983e-18,1.52954
-0.936937,0.206306,-1.17387e-18,1.52954
-0.93994,0.206006,9.92089e-19,1.52954
-0.942943,0.205706,1.42333e-18,1.52954
-0.945946,0.205405,1.08794e-18,1.52991
-0.948949,0.205105,3.59819e-18,1.52991
-0.951952,0.204805,1.42469e-18,1.52991
-0.954955,0.204505,3.76146e-18,1.52991
-0.957958,0.204204,9.56768e-18,1.52991
-0.960961,0.203904,1.07337e-17,1.52991
-0.963964,0.203604,9.00406e-18,1.52991
-0.966967,0.203303,7.01423e-18,1.52991
-0.96997,0.203003,6.75912e-18,1.52991
-0.972973,0.202703,9.97346e-18,1.52991
-0.975976,0.202402,9.71835e-18,1.52991
-0.978979,0.202102,8.05025e-18,1.53024
