x,y,z,U_0,U_1,U_2
-1.73867,-3,-6.42922e-19,4,3.62068e-17,0
-1.73867,-2.99399,1.54995e-18,4,3.62068e-17,0
-1.73867,-2.98799,-4.20514e-19,4,3.62068e-17,0
-1.73867,-2.98198,1.07847e-18,4,3.62068e-17,0
-1.73867,-2.97598,2.57745e-18,4,3.62068e-17,0
-1.73867,-2.96997,4.07643e-18,4,3.62068e-17,0
-1.73867,-2.96396,6.54296e-18,4,3.87291e-16,0
-1.73867,-2.95796,4.33115e-18,4,3.87291e-16,0
-1.73867,-2.95195,2.59639e-18,4,3.87291e-16,0
-1.73867,-2.94595,8.61633e-19,4,3.87291e-16,0
-1.73867,-2.93994,1.07844e-18,4,3.87291e-16,0
-1.73867,-2.93393,6.44723e-19,4,3.87291e-16,0
-1.73867,-2.92793,4.27847e-19,4,3.87291e-16,0
-1.73867,-2.92192,2.10971e-19,4,3.87291e-16,0
-1.73867,-2.91592,-1.09011e-18,4,3.87291e-16,0
-1.73867,-2.90991,-1.13351e-18,4,3.87291e-16,0
-1.73867,-2.9039,-1.35039e-18,4,3.87291e-16,0
-1.73867,-2.8979,-1.22029e-18,4,3.87291e-16,0
-1.73867,-2.89189,-1.39999e-18,4,3.87291e-16,0
-1.73867,-2.88589,-1.50104e-18,4,3.87291e-16,0
-1.73867,-2.87988,-1.47198e-18,4,3.87291e-16,0
-1.73867,-2.87387,-1.70312e-18,4,3.87291e-16,0
-1.73867,-2.86787,-1.99545e-19,4,3.87291e-16,0
-1.73867,-2.86186,-4.30692e-19,4,3.87291e-16,0
-1.73867,-2.85586,1.07289e-18,4,3.87291e-16,0
-1.73867,-2.84985,-8.92985e-19,4,3.87291e-16,0
-1.73867,-2.84384,-1.12413e-18,4,3.87291e-16,0
-1.73867,-2.83784,-3.09e-18,4,3.87291e-16,0
-1.73867,-2.83183,-5.05587e-18,4,3.87291e-16,0
-1.73867,-2.82583,-3.55229e-18,4,3.87291e-16,0
-1.73867,-2.81982,-9.06956e-18,4,7.73988e-16,0
-1.73867,-2.81381,-7.89865e-18,4,7.73988e-16,0
-1.73867,-2.80781,-6.2507e-18,4,7.73988e-16,0
-1.73867,-2.8018,-4.60275e-18,4,7.73988e-16,0
-1.73867,-2.7958,-6.42425e-18,4,7.73988e-16,0
-1.73867,-2.78979,-5.9906e-18,4,7.73988e-16,0
-1.73867,-2.78378,-7.63863e-18,4,7.73988e-16,0
-1.73867,-2.77778,-7.29172e-18,4,7.73988e-16,0
-1.73867,-2.77177,-7.29176e-18,4,7.73988e-16,0
-1.73867,-2.76577,-8.07242e-18,4,7.73988e-16,0
-1.73867,-2.75976,-8.5495e-18,4,7.73988e-16,0
-1.73867,-2.75375,-8.4424e-18,4,7.73988e-16,0
-1.73867,-2.74775,-8.53268e-18,4,7.73988e-16,0
-1.73867,-2.74174,-8.282e-18,4,7.73988e-16,0
-1.73867,-2.73574,-7.81447e-18,4,7.73988e-16,0
-1.73867,-2.72973,-6.47958e-18,4,7.73988e-16,0
-1.73867,-2.72372,-6.01205e-18,4,7.73988e-16,0
-1.73867,-2.71772,-4.15675e-18,4,7.73988e-16,0
-1.73867,-2.71171,1.168e-18,4,7.73988e-16,0
-1.73867,-2.70571,2.47752e-19,4,7.73988e-16,0
-1.73867,-2.6997,-3.10111e-18,4,7.73988e-16,0
-1.73867,-2.69369,-2.28664e-18,4,7.73988e-16,0
-1.73867,-2.68769,-1.47217e-18,4,7.73988e-16,0
-1.73867,-2.68168,1.59899e-18,4,3.21244e-16,0
-1.73867,-2.67568,1.90253e-18,4,3.21244e-16,0
-1.73867,-2.66967,2.42291e-18,4,3.21244e-16,0
-1.73867,-2.66366,-7.42999e-19,4,3.21244e-16,0
-1.73867,-2.65766,-6.99669e-19,4,3.21244e-16,0
-1.73867,-2.65165,-3.09394e-19,4,3.21244e-16,0
-1.73867,-2.64565,1.25182e-18,4,3.21244e-16,0
-1.73867,-2.63964,4.71155e-19,4,3.21244e-16,0
-1.73867,-2.63363,3.41013e-19,4,3.21244e-16,0
-1.73867,-2.62763,6.44552e-19,4,3.21244e-16,0
-1.73867,-2.62162,6.44535e-19,4,3.21244e-16,0
-1.73867,-2.61562,3.82102e-19,4,3.21244e-16,0
-1.73867,-2.60961,1.20155e-18,4,3.21244e-16,0
-1.73867,-2.6036,1.12812e-19,4,3.21244e-16,0
-1.73867,-2.5976,-8.02458e-19,4,3.21244e-16,0
-1.73867,-2.59159,-1.19731e-18,4,3.21244e-16,0
-1.73867,-2.58559,-7.24803e-19,4,3.21244e-16,0
-1.73867,-2.57958,-2.52295e-19,4,3.21244e-16,0
-1.73867,-2.57357,2.20214e-19,4,3.21244e-16,0
-1.73867,-2.56757,1.73356e-18,4,3.21244e-16,0
-1.73867,-2.56156,3.94079e-18,4,3.21244e-16,0
-1.73867,-2.55556,2.67857e-18,4,3.21244e-16,0
-1.73867,-2.54955,3.98424e-18,4,2.9503e-16,0
-1.73867,-2.54354,3.63726e-18,4,2.9503e-16,0
-1.73867,-2.53754,1.68565e-18,4,2.9503e-16,0
-1.73867,-2.53153,2.50961e-18,4,2.9503e-16,0
-1.73867,-2.52553,4.46113e-18,4,2.9503e-16,0
-1.73867,-2.51952,3.02994e-18,4,2.9503e-16,0
-1.73867,-2.51351,4.72126e-18,4,2.9503e-16,0
-1.73867,-2.50751,3.81049e-18,4,2.9503e-16,0
-1.73867,-2.5015,3.81045e-18,4,2.9503e-16,0
-1.73867,-2.4955,3.81041e-18,4,2.9503e-16,0
-1.73867,-2.48949,3.93745e-18,4,2.9503e-16,0
-1.73867,-2.48348,3.38027e-18,4,2.9503e-16,0
-1.73867,-2.47748,2.81713e-18,4,2.9503e-16,0
-1.73867,-2.47147,3.12135e-18,4,2.9503e-16,0
-1.73867,-2.46547,2.55822e-18,4,2.9503e-16,0
-1.73867,-2.45946,2.68897e-18,4,2.9503e-16,0
-1.73867,-2.45345,4.41604e-20,4,2.9503e-16,0
-1.73867,-2.44745,-1.90676e-18,4,2.9503e-16,0
-1.73867,-2.44144,-3.85767e-18,4,2.9503e-16,0
-1.73867,-2.43544,-2.33914e-18,4,2.9503e-16,0
-1.73867,-2.42943,-2.20839e-18,4,2.9503e-16,0
-1.73867,-2.42342,-2.99801e-18,4,-2.27994e-16,0
