x,y,z,p
-9.16676e-20,-0.3,6.9825e-18,1.42355
-0.003003,-0.2997,4.51626e-18,1.42354
-0.00600601,-0.299399,7.546e-18,1.42354
-0.00900901,-0.299099,6.17058e-18,1.42353
-0.012012,-0.298799,6.02273e-18,1.42352
-0.015015,-0.298498,1.02867e-17,1.42352
-0.018018,-0.298198,6.20762e-18,1.42352
-0.021021,-0.297898,-9.34483e-19,1.42352
-0.024024,-0.297598,3.85762e-18,1.42353
-0.027027,-0.297297,6.24466e-18,1.42353
-2.75976,-0.024024,-2.87298e-18,1.61929
-2.76276,-0.0237237,-3.64053e-18,1.61922
-2.76577,-0.0234234,-4.36557e-18,1.61922
-2.76877,-0.0231231,-4.33009e-18,1.61922
-2.77177,-0.0228228,-1.29839e-18,1.61941
-2.77477,-0.0225225,1.33054e-18,1.61941
-2.77778,-0.0222222,-1.56175e-18,1.61941
-2.78078,-0.0219219,-1.91123e-18,1.6225
-2.78378,-0.0216216,-5.41567e-19,1.6225
-2.78679,-0.0213213,4.04721e-18,1.6225
-2.78979,-0.021021,6.7004e-18,1.62802
-2.79279,-0.0207207,8.90112e-18,1.62802
-2.7958,-0.0204204,1.07203e-17,1.63184
-2.7988,-0.0201201,9.84802e-18,1.63184
-2.8018,-0.0198198,1.04647e-17,1.63184
-2.8048,-0.0195195,1.12998e-17,1.63674
-2.80781,-0.0192192,1.27621e-17,1.63674
-2.81081,-0.0189189,1.22102e-17,1.63674
-2.81381,-0.0186186,1.78375e-17,1.64682
-2.81682,-0.0183183,1.65067e-17,1.64682
-2.81982,-0.018018,1.78319e-17,1.69419
-2.82282,-0.0177177,1.63823e-17,1.69693
-2.82583,-0.0174174,1.64825e-17,1.69693
-2.82883,-0.0171171,1.65074e-17,1.69635
-2.83183,-0.0168168,1.31915e-17,1.69635
-2.83483,-0.0165165,1.41735e-17,1.69635
-2.83784,-0.0162162,1.7096e-17,1.70022
-2.84084,-0.0159159,1.91658e-17,1.70022
-2.84384,-0.0156156,2.00615e-17,1.69197
-2.84685,-0.0153153,1.59064e-17,1.69197
-2.84985,-0.015015,1.83432e-17,1.69197
-2.85285,-0.0147147,2.35453e-17,1.66671
-2.85586,-0.0144144,2.24362e-17,1.66671
-2.85886,-0.0141141,1.98869e-17,1.64618
-2.86186,-0.0138138,1.92247e-17,1.64618
-2.86486,-0.0135135,2.09427e-17,1.64618
-2.86787,-0.0132132,2.05614e-17,1.62927
-2.87087,-0.0129129,1.50052e-17,1.62927
-2.87387,-0.0126126,1.44386e-17,1.61157
-2.87688,-0.0123123,1.10107e-17,1.61157
-2.87988,-0.012012,1.23718e-17,1.40785
-2.88288,-0.0117117,1.23359e-17,1.40785
-2.88589,-0.0114114,1.41882e-17,1.34471
-2.88889,-0.0111111,1.63234e-17,1.34471
-2.89189,-0.0108108,2.18123e-17,1.28979
-2.89489,-0.0105105,1.93277e-17,1.28979
-2.8979,-0.0102102,2.03428e-17,1.2368
-2.9009,-0.00990991,1.84023e-17,1.2368
-2.9039,-0.00960961,1.42761e-17,1.19058
-2.90691,-0.00930931,1.55453e-17,1.19058
-2.90991,-0.00900901,1.56885e-17,1.15267
-2.91291,-0.00870871,1.34593e-17,1.15267
-2.91592,-0.00840841,9.41848e-18,1.11763
-2.91892,-0.00810811,1.1736e-17,1.11763
-2.92192,-0.00780781,1.3832e-17,1.08983
-2.92492,-0.00750751,1.17658e-17,1.08983
-2.92793,-0.00720721,1.15096e-17,1.06748
-2.93093,-0.00690691,7.14433e-18,1.06748
-2.93393,-0.00660661,8.19906e-18,1.04937
-2.93694,-0.00630631,6.10535e-18,1.04937
-2.93994,-0.00600601,6.12435e-18,1.03539
-2.94294,-0.00570571,5.43104e-18,1.00052
-2.94595,-0.00540541,6.51161e-18,1.00052
-2.94895,-0.00510511,-1.0681e-18,1.00027
-2.95195,-0.0048048,-4.34782e-18,1.00027
-2.95495,-0.0045045,-5.22268e-18,1.00014
-2.95796,-0.0042042,7.55303e-19,1.00007
-2.96096,-0.0039039,2.28281e-18,1.00007
-2.96396,-0.0036036,4.54182e-18,1.00003
-2.96697,-0.0033033,3.56488e-18,1.00001
-2.96997,-0.003003,-1.60335e-18,1.00001
-2.97297,-0.0027027,-2.97501e-18,1.00001
-2.97598,-0.0024024,-3.36494e-18,1
-2.97898,-0.0021021,-3.56016e-18,1
-2.98198,-0.0018018,6.79541e-19,1
-2.98498,-0.0015015,3.37052e-18,1
-2.98799,-0.0012012,6.19069e-18,1
-2.99099,-0.000900901,7.00873e-18,1
-2.99399,-0.000600601,9.06244e-18,1
-2.997,-0.0003003,6.47413e-18,1
-3,9.62071e-18,9.52643e-18,1
