x,y,z,p
3,0,0,0.484131
3,1.73244e-20,2.26645e-18,0.471832
2.997,0.0003003,2.67638e-18,0.471832
2.98198,0.0018018,-1.48738e-18,0.471997
2.97898,0.0021021,2.02827e-18,0.472035
2.97598,0.0024024,8.87529e-19,0.472035
2.97297,0.0027027,4.88435e-18,0.472066
2.96997,0.003003,2.89145e-18,0.472095
2.95796,0.0042042,-4.05969e-19,0.472158
2.93994,0.00600601,4.13565e-18,0.472264
2.93694,0.00630631,9.30886e-18,0.472288
2.93393,0.00660661,5.76973e-18,0.472288
2.93093,0.00690691,1.03615e-17,0.472311
2.92793,0.00720721,1.41208e-17,0.472311
2.92492,0.00750751,9.9473e-18,0.472332
2.91892,0.00810811,-5.11408e-18,0.472349
2.91592,0.00840841,-4.6812e-18,0.472349
2.91291,0.00870871,8.20177e-18,0.472364
2.9039,0.00960961,-4.11547e-18,0.472377
2.9009,0.00990991,-6.49071e-20,0.472385
2.8979,0.0102102,-1.30473e-18,0.472385
2.88288,0.0117117,3.0297e-18,0.472406
2.87988,0.012012,-2.91925e-18,0.472406
2.87688,0.0123123,-6.77366e-19,0.472462
2.87387,0.0126126,3.93969e-18,0.472462
2.87087,0.0129129,5.10463e-18,0.472539
2.86787,0.0132132,8.76819e-18,0.472539
2.86486,0.0135135,9.57954e-18,0.47261
2.86186,0.0138138,9.59984e-18,0.47261
2.85285,0.0147147,-1.32982e-18,0.472678
2.84985,0.015015,1.96379e-18,0.472747
2.84685,0.0153153,2.45023e-18,0.472747
2.84384,0.0156156,4.95605e-18,0.472747
2.84084,0.0159159,9.34107e-18,0.472819
2.83183,0.0168168,-7.54943e-19,0.472889
2.82883,0.0171171,-1.2332e-18,0.472889
2.82583,0.0174174,1.60333e-18,0.472952
2.82282,0.0177177,1.11771e-19,0.472952
2.81982,0.018018,1.1163e-18,0.473003
2.81682,0.0183183,-1.02758e-19,0.473003
2.81381,0.0186186,-2.39433e-19,0.473003
2.81081,0.0189189,2.64992e-18,0.473043
2.80781,0.0192192,1.88894e-18,0.473043
2.78979,0.021021,1.36637e-19,0.473101
2.78679,0.0213213,-2.64295e-18,0.473121
2.78378,0.0216216,-5.16836e-18,0.473121
2.73574,0.0264264,8.8657e-19,0.47309
2.73273,0.0267267,-9.07924e-19,0.47309
2.72973,0.027027,4.34212e-18,0.473013
2.72673,0.0273273,1.17333e-18,0.473013
2.72372,0.0276276,-1.30051e-18,0.473013
2.72072,0.0279279,-2.21206e-19,0.472947
2.71772,0.0282282,-6.09769e-18,0.472947
2.71471,0.0285285,-4.7659e-18,0.472947
2.71171,0.0288288,-8.6906e-18,0.472947
2.70871,0.0291291,-9.25307e-18,0.472911
2.70571,0.0294294,-1.0551e-17,0.472911
2.7027,0.0297297,-6.19223e-18,0.472911
2.6997,0.03003,-4.64751e-18,0.472907
2.6967,0.0303303,2.18976e-18,0.472907
2.69369,0.0306306,4.27215e-19,0.472907
2.69069,0.0309309,-2.51787e-19,0.472907
2.66066,0.0339339,3.44951e-18,0.472796
2.65766,0.0342342,5.55082e-18,0.472796
2.65465,0.0345345,7.1758e-18,0.472797
2.65165,0.0348348,4.53417e-18,0.472797
2.64865,0.0351351,4.17899e-18,0.472797
2.57658,0.0423423,-4.25213e-18,0.472425
2.57357,0.0426426,-3.81877e-18,0.472425
2.57057,0.0429429,-3.03307e-18,0.472425
2.56757,0.0432432,5.23432e-19,0.472425
2.56456,0.0435435,3.55093e-18,0.47231
2.56156,0.0438438,5.53159e-18,0.47231
2.54054,0.0459459,-2.69577e-18,0.472209
2.53754,0.0462462,-3.96891e-18,0.472209
2.53453,0.0465465,-7.95069e-18,0.472092
2.53153,0.0468468,-8.77253e-18,0.472092
2.52853,0.0471471,-1.38244e-17,0.472092
2.52553,0.0474474,-1.76863e-17,0.472092
2.52252,0.0477477,-1.92931e-17,0.472092
2.51952,0.048048,-1.41515e-17,0.471916
2.51652,0.0483483,-1.49863e-17,0.471916
2.51351,0.0486486,-1.85264e-17,0.471916
