x,y,z,p
-3,0,5.55112e-18,1.02866
-3,0,0,1.02866
-2.997,0.0003003,1.63794e-18,1.02866
-2.99399,0.000600601,1.8881e-18,1.02866
-2.99099,0.000900901,2.78878e-18,1.02866
-2.98799,0.0012012,0,1.02866
-2.98498,0.0015015,0,1.02866
-2.98198,0.0018018,0,1.02866
-2.87688,0.0123123,6.80361e-18,1.32415
-2.87387,0.0126126,8.64319e-18,1.32415
-2.87087,0.0129129,8.74806e-18,1.32415
-2.86787,0.0132132,7.46514e-18,1.32415
-2.86486,0.0135135,6.18223e-18,1.32415
-2.86186,0.0138138,4.22711e-18,1.32415
-2.85886,0.0141141,5.55112e-18,1.32415
-2.85586,0.0144144,4.85723e-18,1.32415
-2.85285,0.0147147,8.32667e-18,1.32415
-2.84985,0.015015,8.32667e-18,1.32415
-2.84685,0.0153153,8.32667e-18,1.32415
-2.84384,0.0156156,3.44941e-18,1.39804
-2.84084,0.0159159,5.31663e-18,1.39804
-2.83784,0.0162162,1.06533e-17,1.39804
-2.83483,0.0165165,1.25205e-17,1.39804
-2.83183,0.0168168,1.64694e-17,1.39804
-2.82883,0.0171171,1.76427e-17,1.39804
-2.82583,0.0174174,1.94666e-17,1.39804
-2.82282,0.0177177,1.8735e-17,1.39804
-2.81982,0.018018,1.80411e-17,1.39804
-2.81682,0.0183183,1.73472e-17,1.39804
-2.81381,0.0186186,1.66533e-17,1.39804
-2.81081,0.0189189,1.59595e-17,1.39804
-2.80781,0.0192192,1.8735e-17,1.39804
-2.8048,0.0195195,1.87064e-17,1.4695
-2.8018,0.0198198,1.71286e-17,1.4695
-2.7988,0.0201201,1.90203e-17,1.4695
-2.7958,0.0204204,1.57078e-17,1.4695
-2.79279,0.0207207,1.65587e-17,1.4695
-2.78979,0.021021,1.55013e-17,1.4695
-2.78679,0.0213213,1.49644e-17,1.4695
-2.78378,0.0216216,1.60755e-17,1.4695
-2.78078,0.0219219,1.38778e-17,1.4695
-2.77778,0.0222222,1.59595e-17,1.4695
-2.77477,0.0225225,1.45717e-17,1.4695
-2.77177,0.0228228,1.31839e-17,1.4695
-2.76877,0.0231231,1.52656e-17,1.4695
-2.76577,0.0234234,1.38778e-17,1.4695
-2.76276,0.0237237,1.249e-17,1.4695
-2.75976,0.024024,1.10112e-17,1.54458
-2.75676,0.0243243,1.08429e-17,1.54458
-2.75375,0.0246246,1.27563e-17,1.54458
-2.75075,0.0249249,1.05064e-17,1.54458
-2.74775,0.0252252,9.99111e-18,1.54458
-2.74474,0.0255255,9.47588e-18,1.54458
-2.74174,0.0258258,9.828e-18,1.54458
-2.73874,0.0261261,9.74644e-18,1.54458
-2.73574,0.0264264,1.31839e-17,1.54458
-2.73273,0.0267267,1.11022e-17,1.54458
-2.72973,0.027027,1.11022e-17,1.54458
-2.72673,0.0273273,1.11022e-17,1.54458
-2.72372,0.0276276,1.11022e-17,1.54458
-2.72072,0.0279279,1.45717e-17,1.54458
-2.71772,0.0282282,1.45717e-17,1.54458
-2.71471,0.0285285,1.80411e-17,1.54458
-2.71171,0.0288288,1.1095e-17,1.60995
-2.70871,0.0291291,1.23337e-17,1.60995
-2.70571,0.0294294,1.0103e-17,1.60995
-2.7027,0.0297297,1.13417e-17,1.60995
-2.6997,0.03003,1.08456e-17,1.60995
-2.6967,0.0303303,1.03496e-17,1.60995
-2.69369,0.0306306,1.15883e-17,1.60995
-2.62162,0.0378378,-1.62964e-28,1.66898
-2.61862,0.0381381,2.08167e-18,1.66898
-2.61562,0.0384384,-5.16062e-28,1.66898
-2.61261,0.0387387,-1.38778e-18,1.66898
-2.60961,0.039039,6.93889e-19,1.66898
-2.60661,0.0393393,-6.93889e-19,1.66898
-2.6036,0.0396396,1.38778e-18,1.66898
-2.6006,0.0399399,-1.39881e-27,1.66898
-2.5976,0.0402402,-1.38778e-18,1.66898
-2.59459,0.0405405,-2.77556e-18,1.66898
-2.59159,0.0408408,-2.82412e-18,1.71525
-2.58859,0.0411411,-2.94112e-18,1.71525
-2.58559,0.0414414,-3.05812e-18,1.71525
-2.58258,0.0417417,-3.17511e-18,1.71525
-2.57958,0.042042,-3.29211e-18,1.71525
-2.57658,0.0423423,-5.83772e-18,1.71525
-2.57357,0.0426426,-6.30166e-18,1.71525
-2.57057,0.0429429,-3.29615e-18,1.71525
-2.56757,0.0432432,-2.89273e-18,1.71525
-2.56456,0.0435435,-1.62195e-18,1.71525
-2.56156,0.0438438,-2.64427e-19,1.71525
-2.55856,0.0441441,6.59411e-19,1.71525
-2.55556,0.0444444,1.38778e-18,1.71525
-2.55255,0.0447447,1.38778e-18,1.71525
-2.54955,0.045045,1.38778e-18,1.71525
-2.54655,0.0453453,-2.08167e-18,1.71525
-2.54354,0.0456456,-2.08167e-18,1.71525
-2.54054,0.0459459,-5.55112e-18,1.71525
-2.53754,0.0462462,-5.55112e-18,1.71525
-2.53453,0.0465465,-5.55112e-18,1.71525
-2.53153,0.0468468,-5.55112e-18,1.71525
-2.52853,0.0471471,-9.02056e-18,1.71525
-2.52553,0.0474474,-9.02056e-18,1.71525
-2.52252,0.0477477,-1.249e-17,1.71525
-2.51952,0.048048,-1.18678e-17,1.72603
-2.51652,0.0483483,-1.26653e-17,1.72603
-2.51351,0.0486486,-9.99341e-18,1.72603
-2.51051,0.0489489,-8.01539e-18,1.72603
-2.50751,0.0492492,-8.81292e-18,1.72603
-2.5045,0.0495495,-4.40628e-18,1.72603
-2.5015,0.0498498,-5.20381e-18,1.72603
-2.4985,0.0501502,-2.5319e-18,1.72603
-2.4955,0.0504505,-1.59471e-18,1.72603
-2.49249,0.0507508,-2.73918e-18,1.72603
-2.48949,0.0510511,-5.27144e-18,1.72603
-2.48649,0.0513514,-3.46689e-18,1.72603
-2.48348,0.0516517,-2.57306e-18,1.72603
-1.85285,0.114715,-4.18649e-18,1.50798
-1.84985,0.115015,-8.39992e-18,1.50798
-1.84685,0.115315,-1.19195e-17,1.50798
-1.84384,0.115616,-9.19399e-18,1.50798
-1.84084,0.115916,-9.93797e-18,1.50798
-1.83784,0.116216,-7.2125e-18,1.50798
-1.83483,0.116517,-7.95648e-18,1.50798
-1.83183,0.116817,-5.23101e-18,1.50798
-1.82883,0.117117,-1.81165e-18,1.50798
-1.82583,0.117417,-1.86174e-18,1.50798
-1.82282,0.117718,-8.70999e-19,1.50798
-1.81982,0.118018,1.19746e-19,1.50798
-1.81682,0.118318,1.11049e-18,1.50798
-1.81381,0.118619,4.52985e-18,1.50798
-1.81081,0.118919,3.78587e-18,1.50798
-1.80781,0.119219,3.04189e-18,1.50798
-1.8048,0.11952,3.33874e-18,1.50798
-1.8018,0.11982,-8.74683e-19,1.50798
-1.7988,0.12012,-3.00644e-18,1.50798
-1.7958,0.12042,-4.27084e-18,1.50798
-1.79279,0.120721,-5.53523e-18,1.50798
-1.78979,0.121021,-6.79963e-18,1.50798
-1.78679,0.121321,-8.06403e-18,1.50798
-1.78378,0.121622,-1.29713e-17,1.50798
-1.78078,0.121922,-1.46694e-17,1.50798
-1.77778,0.122222,-1.59338e-17,1.50798
-1.77477,0.122523,-1.60706e-17,1.50798
-1.77177,0.122823,-1.88638e-17,1.50798
-1.76877,0.123123,-1.80411e-17,1.50798
-1.76577,0.123423,-1.45717e-17,1.50798
-1.76276,0.123724,-1.45717e-17,1.50798
-1.75976,0.124024,-1.45717e-17,1.50798
-1.75676,0.124324,-1.11022e-17,1.50798
-1.75375,0.124625,-1.11022e-17,1.50798
-1.75075,0.124925,-8.32667e-18,1.50798
-1.74775,0.125225,-4.85723e-18,1.50798
-1.74474,0.125526,-4.85723e-18,1.50798
-1.74174,0.125826,-4.85723e-18,1.50798
-1.73874,0.126126,-1.38778e-18,1.50798
-1.73574,0.126426,-1.38778e-18,1.50798
-1.73273,0.126727,2.08167e-18,1.50798
-1.72973,0.127027,2.08167e-18,1.50798
-1.72673,0.127327,2.08167e-18,1.50798
-1.72372,0.127628,-1.38778e-18,1.50798
-1.72072,0.127928,2.08167e-18,1.50798
-1.71772,0.128228,2.08167e-18,1.50798
-1.71471,0.128529,4.16334e-18,1.50798
-1.71171,0.128829,2.08167e-18,1.50798
-1.70871,0.129129,2.08167e-18,1.50798
-1.70571,0.129429,2.08167e-18,1.50798
-1.7027,0.12973,5.55112e-18,1.50798
-1.6997,0.13003,5.55112e-18,1.50798
-1.6967,0.13033,7.63278e-18,1.50798
-1.69369,0.130631,7.63278e-18,1.50798
-1.69069,0.130931,7.63278e-18,1.50798
-1.68769,0.131231,6.93664e-18,1.52638
-1.68468,0.131532,6.19838e-18,1.52638
-1.68168,0.131832,5.46012e-18,1.52638
-1.67868,0.132132,8.1913e-18,1.52638
-1.67568,0.132432,7.45304e-18,1.52638
-1.67267,0.132733,6.71478e-18,1.52638
-1.66967,0.133033,5.97652e-18,1.52638
-1.66667,0.133333,5.23826e-18,1.52638
-1.66366,0.133634,7.96944e-18,1.52638
-1.66066,0.133934,7.23118e-18,1.52638
-1.65766,0.134234,6.49292e-18,1.52638
-1.65465,0.134535,5.75465e-18,1.52638
-1.65165,0.134835,6.75111e-18,1.52638
-1.64865,0.135135,6.01285e-18,1.52638
-1.64565,0.135435,7.00931e-18,1.52638
-1.64264,0.135736,6.27105e-18,1.52638
-1.63964,0.136036,5.53279e-18,1.52638
-1.63664,0.136336,4.79453e-18,1.52638
-1.63363,0.136637,4.05626e-18,1.52638
-1.63063,0.136937,5.05272e-18,1.52638
-1.62763,0.137237,4.31446e-18,1.52638
-1.62462,0.137538,5.31092e-18,1.52638
-1.62162,0.137838,4.57266e-18,1.52638
-1.61862,0.138138,4.70176e-18,1.52638
-1.61562,0.138438,4.83086e-18,1.52638
-1.61261,0.138739,4.95996e-18,1.52638
-1.60961,0.139039,5.08906e-18,1.52638
-1.60661,0.139339,4.78448e-18,1.52638
-1.6036,0.13964,5.26052e-18,1.52638
-1.6006,0.13994,5.51973e-18,1.52638
-1.5976,0.14024,5.99577e-18,1.52638
-1.59459,0.140541,6.25497e-18,1.52638
-1.59159,0.140841,9.02056e-18,1.52638
-1.58859,0.141141,9.02056e-18,1.52638
-1.58559,0.141441,5.55112e-18,1.52638
-1.58258,0.141742,7.63278e-18,1.52638
-1.57958,0.142042,9.02056e-18,1.52638
-1.57658,0.142342,7.63278e-18,1.52638
-1.57357,0.142643,7.63278e-18,1.52638
-1.57057,0.142943,1.11022e-17,1.52638
-1.56757,0.143243,1.11022e-17,1.52638
-1.56456,0.143544,7.63278e-18,1.52638
-1.56156,0.143844,7.63278e-18,1.52638
-1.55856,0.144144,1.11022e-17,1.52638
-1.55556,0.144444,1.11022e-17,1.52638
-1.55255,0.144745,1.11022e-17,1.52638
-1.54955,0.145045,7.63278e-18,1.52638
-1.54655,0.145345,1.11022e-17,1.52638
-1.54354,0.145646,1.11022e-17,1.52638
-1.54054,0.145946,1.11022e-17,1.52638
-1.53754,0.146246,1.11022e-17,1.52638
-1.53453,0.146547,1.11022e-17,1.52638
-1.53153,0.146847,1.11022e-17,1.52638
-1.52853,0.147147,1.11022e-17,1.52638
-1.52553,0.147447,1.11022e-17,1.52638
-1.52252,0.147748,1.11022e-17,1.52638
-1.51952,0.148048,1.11022e-17,1.52638
-1.51652,0.148348,7.63278e-18,1.52638
-1.51351,0.148649,7.63278e-18,1.52638
-1.51051,0.148949,7.63278e-18,1.52638
-1.50751,0.149249,7.63278e-18,1.52638
-1.5045,0.14955,5.55112e-18,1.52638
-1.5015,0.14985,5.55112e-18,1.52638
-1.4985,0.15015,4.87941e-18,1.53783
-1.4955,0.15045,7.00545e-18,1.53783
-1.49249,0.150751,7.74372e-18,1.53783
-1.48949,0.151051,8.48198e-18,1.53783
-1.48649,0.151351,9.22024e-18,1.53783
-1.48348,0.151652,9.9585e-18,1.53783
-1.48048,0.151952,1.06968e-17,1.53783
-1.47748,0.152252,1.1435e-17,1.53783
-1.47447,0.152553,1.21733e-17,1.53783
-1.47147,0.152853,9.4421e-18,1.53783
-1.46847,0.153153,1.01804e-17,1.53783
-1.46547,0.153453,1.09186e-17,1.53783
-1.46246,0.153754,9.92217e-18,1.53783
-1.45946,0.154054,1.06604e-17,1.53783
-1.45646,0.154354,9.66397e-18,1.53783
-1.45345,0.154655,1.04022e-17,1.53783
-1.45045,0.154955,1.11405e-17,1.53783
-1.44745,0.155255,1.0144e-17,1.53783
-1.44444,0.155556,1.08823e-17,1.53783
-1.44144,0.155856,9.88583e-18,1.53783
-1.43844,0.156156,1.06241e-17,1.53783
-1.43544,0.156456,1.13624e-17,1.53783
-1.43243,0.156757,1.2968e-17,1.53783
-1.42943,0.157057,1.02368e-17,1.53783
-1.42643,0.157357,1.09751e-17,1.53783
-1.42342,0.157658,1.17133e-17,1.53783
-1.42042,0.157958,1.24516e-17,1.53783
-1.41742,0.158258,9.37346e-18,1.53783
-1.41441,0.158559,9.76477e-18,1.53783
-1.41141,0.158859,9.93925e-18,1.53783
-1.40841,0.159159,1.03306e-17,1.53783
-1.40541,0.159459,1.248e-17,1.53783
-1.4024,0.15976,1.17418e-17,1.53783
-1.3994,0.16006,1.10035e-17,1.53783
-1.3964,0.16036,1.02653e-17,1.53783
-1.39339,0.160661,1.29964e-17,1.53783
-1.39039,0.160961,1.22582e-17,1.53783
-1.38739,0.161261,1.15199e-17,1.53783
-1.38438,0.161562,1.07817e-17,1.53783
-1.38138,0.161862,1.00434e-17,1.53783
-1.37838,0.162162,1.27746e-17,1.53783
-1.37538,0.162462,1.20363e-17,1.53783
-1.37237,0.162763,1.1298e-17,1.53783
-1.36937,0.163063,1.05598e-17,1.53783
-1.36637,0.163363,1.15562e-17,1.53783
-1.36336,0.163664,1.0818e-17,1.53783
-1.36036,0.163964,1.18144e-17,1.53783
-1.35736,0.164264,1.10762e-17,1.53783
-1.35435,0.164565,1.03379e-17,1.53783
-1.35135,0.164865,1.13344e-17,1.53783
-1.34835,0.165165,1.05961e-17,1.53783
-1.34535,0.165465,1.15926e-17,1.53783
-1.34234,0.165766,1.08543e-17,1.53783
-1.33934,0.166066,1.09834e-17,1.53783
-1.33634,0.166366,1.11125e-17,1.53783
-1.33333,0.166667,1.12416e-17,1.53783
-1.33033,0.166967,1.13707e-17,1.53783
-1.32733,0.167267,1.14998e-17,1.53783
-1.32432,0.167568,1.11952e-17,1.53783
-1.32132,0.167868,1.08907e-17,1.53783
-1.31832,0.168168,1.10198e-17,1.53783
-1.31532,0.168468,1.13223e-17,1.53783
-1.31231,0.168769,1.14487e-17,1.53783
-1.30931,0.169069,1.18437e-17,1.53197
-1.30631,0.169369,1.25876e-17,1.53197
-1.3033,0.16967,1.26377e-17,1.53197
-1.3003,0.16997,1.33817e-17,1.53197
-1.2973,0.17027,1.06563e-17,1.53197
-1.29429,0.170571,1.14002e-17,1.53197
-1.29129,0.170871,8.67476e-18,1.53197
-1.28829,0.171171,5.94929e-18,1.53197
-1.28529,0.171471,2.52994e-18,1.53197
-1.28228,0.171772,6.04947e-18,1.53197
-1.27928,0.172072,5.05873e-18,1.53197
-1.27628,0.172372,2.33326e-18,1.53197
-1.27327,0.172673,1.34252e-18,1.53197
-1.27027,0.172973,1.73955e-18,1.53197
-1.26727,0.173273,3.87131e-18,1.53197
-1.26426,0.173574,2.88057e-18,1.53197
-1.26126,0.173874,8.48988e-19,1.53197
-1.25826,0.174174,1.24602e-18,1.53197
-1.25526,0.174474,1.99e-18,1.53197
-1.25225,0.174775,6.52313e-19,1.53197
-1.24925,0.175075,-6.85376e-19,1.53197
-1.24625,0.175375,1.44638e-18,1.53197
-1.24324,0.175676,3.57814e-18,1.53197
-1.24024,0.175976,4.14865e-18,1.53197
-1.23724,0.176276,1.33644e-18,1.53197
-1.23423,0.176577,2.25389e-18,1.53197
-1.23123,0.176877,1.02463e-18,1.53197
-1.22823,0.177177,4.15114e-18,1.53197
-1.22523,0.177477,3.40716e-18,1.53197
-1.22222,0.177778,6.13263e-18,1.53197
-1.21922,0.178078,5.38865e-18,1.53197
-1.21622,0.178378,9.50189e-18,1.53197
-1.21321,0.178679,8.75792e-18,1.53197
-1.21021,0.178979,1.14834e-17,1.53197
-1.20721,0.179279,1.42089e-17,1.53197
-1.2042,0.17958,1.34649e-17,1.53197
-1.2012,0.17988,1.61903e-17,1.53197
-1.1982,0.18018,1.54464e-17,1.53197
-1.1952,0.18048,1.81718e-17,1.53197
-1.19219,0.180781,1.91626e-17,1.53197
-1.18919,0.181081,2.25819e-17,1.53197
-1.18619,0.181381,2.21849e-17,1.53197
-1.18318,0.181682,1.93592e-17,1.53197
-1.18018,0.181982,1.72275e-17,1.53197
-1.17718,0.182282,1.68305e-17,1.53197
-1.17417,0.182583,1.46987e-17,1.53197
-1.17117,0.182883,1.43017e-17,1.53197
-1.16817,0.183183,1.21699e-17,1.53197
-1.16517,0.183483,1.09055e-17,1.53197
-1.16216,0.183784,9.46764e-18,1.53197
-1.15916,0.184084,8.02977e-18,1.53197
-1.15616,0.184384,6.76537e-18,1.53197
-1.15315,0.184685,5.50098e-18,1.53197
-1.15015,0.184985,4.41005e-18,1.53197
-1.14715,0.185285,3.10229e-18,1.53197
-0.516517,0.248348,-4.23573e-18,1.52237
-0.513514,0.248649,-2.2577e-18,1.52237
-0.510511,0.248949,-3.74912e-18,1.52237
-0.507508,0.249249,-5.24054e-18,1.52237
-0.504505,0.24955,-6.73197e-18,1.52237
-0.501502,0.24985,-6.48866e-18,1.52237
-0.498498,0.25015,-4.51064e-18,1.52237
-0.495495,0.25045,-6.00206e-18,1.52237
-0.492492,0.250751,-6.1057e-18,1.52237
-0.489489,0.251051,-7.07671e-18,1.52237
-0.486486,0.251351,-4.40479e-18,1.52237
-0.483483,0.251652,-4.76864e-18,1.52237
-0.48048,0.251952,-2.09673e-18,1.52237
-0.477477,0.252252,-1.10661e-17,1.5275
-0.474474,0.252553,-9.56137e-18,1.5275
-0.471471,0.252853,-1.1526e-17,1.5275
-0.468468,0.253153,-1.00213e-17,1.5275
