x,y,z,U_0,U_1,U_2
-0.272673,-0.273273,-1.35605e-18,2.87028,-0.287024,0
-0.272372,-0.276276,-2.6617e-18,2.87028,-0.287024,0
-0.272072,-0.279279,-2.22108e-18,2.87028,-0.287024,0
-0.271772,-0.282282,-2.3281e-18,2.87028,-0.287024,0
-0.271471,-0.285285,-2.06846e-18,2.87042,-0.287045,0
-0.271171,-0.288288,-4.41495e-18,2.87042,-0.287045,0
-0.270871,-0.291291,-5.88985e-18,2.87042,-0.287045,0
-0.270571,-0.294294,-6.57021e-18,2.87042,-0.287045,0
-0.27027,-0.297297,-4.68657e-18,2.87042,-0.287045,0
-0.26997,-0.3003,-4.43347e-18,2.87097,-0.287026,0
-0.26967,-0.303303,-2.96359e-18,2.87097,-0.287026,0
-0.269369,-0.306306,-6.07439e-18,2.87097,-0.287026,0
-0.269069,-0.309309,-3.70195e-18,2.87097,-0.287026,0
-0.268769,-0.312312,-1.69251e-18,2.87192,-0.287077,0
-0.268468,-0.315315,3.07702e-19,2.87192,-0.287077,0
-0.268168,-0.318318,3.70935e-18,2.87192,-0.287077,0
-0.267868,-0.321321,4.0537e-18,2.87192,-0.287077,0
-0.267568,-0.324324,9.65359e-18,2.87291,-0.287149,0
-0.267267,-0.327327,8.97572e-18,2.87291,-0.287149,0
-0.266967,-0.33033,9.56387e-18,2.87291,-0.287149,0
-0.266667,-0.333333,8.97587e-18,2.87291,-0.287149,0
-0.266366,-0.336336,8.36477e-18,2.87291,-0.287149,0
-0.266066,-0.339339,9.49724e-18,2.87356,-0.287229,0
-0.265766,-0.342342,4.07514e-18,2.87356,-0.287229,0
-0.265465,-0.345345,2.49618e-18,2.87356,-0.287229,0
-0.265165,-0.348348,1.58857e-18,2.87356,-0.287229,0
-0.264865,-0.351351,1.6726e-18,2.87356,-0.287229,0
-0.264565,-0.354354,2.52012e-18,2.87377,-0.287274,0
-0.264264,-0.357357,9.36807e-19,2.87377,-0.287274,0
-0.263964,-0.36036,1.52359e-18,2.87377,-0.287274,0
-0.263664,-0.363363,4.90481e-18,2.87377,-0.287274,0
-0.263363,-0.366366,5.01633e-18,2.87377,-0.287274,0
-0.263063,-0.369369,3.04419e-18,2.87374,-0.287341,0
-0.262763,-0.372372,3.64867e-18,2.87374,-0.287341,0
-0.262462,-0.375375,3.90618e-18,2.87374,-0.287341,0
-0.262162,-0.378378,3.65586e-18,2.87374,-0.287341,0
-0.261862,-0.381381,4.78635e-18,2.87374,-0.287341,0
-0.261562,-0.384384,2.07661e-18,2.87353,-0.287401,0
-0.261261,-0.387387,6.324e-18,2.87353,-0.287401,0
-0.260961,-0.39039,1.55081e-18,2.87353,-0.287401,0
-0.260661,-0.393393,1.25434e-18,2.87353,-0.287401,0
-0.26036,-0.396396,-2.49537e-18,2.87353,-0.287401,0
