x,y,z,U_0,U_1,U_2
-2.46817,-2.72516,8.65892e-18,3,2.54357e-16,0
-2.46817,-2.54642,1.00467e-17,3,1.4989e-16,0
-2.46817,-2.37476,9.00586e-18,3,-1.5301e-17,0
-2.46817,-2.20992,9.35281e-18,3,1.78376e-17,0
-2.46817,-2.05161,9.35281e-18,3,-1.62314e-16,0
-2.46817,-1.89959,7.96503e-18,3,-1.49988e-16,0
-2.46817,-1.75359,6.43317e-18,3,-6.56224e-17,0
-2.46817,-1.61339,4.78519e-18,3,-1.08301e-16,0
-2.46817,-1.47875,1.14227e-18,3,-1.07096e-16,0
-2.46817,-1.34946,2.26984e-18,3,2.44305e-17,0
-2.46817,-1.22529,4.69845e-18,3,1.37711e-17,0
-2.46817,-1.10605,7.04033e-18,3,-1.75964e-16,0
-2.46817,-0.991539,1.00761e-17,3,-1.46737e-16,0
-2.46817,-0.881573,1.077e-17,3,1.3321e-16,0
-2.46817,-0.775969,1.077e-17,3,4.35974e-17,0
-2.46817,-0.674554,1.2071e-17,3,6.24782e-17,0
-2.46817,-0.577164,1.29384e-17,3,-3.07344e-17,0
-2.46817,-0.483637,1.12037e-17,3,-1.17581e-16,0
-2.46817,-0.393821,1.12037e-17,3,-1.25064e-16,0
-2.46817,-0.307568,1.12037e-17,3,-8.27573e-17,0
-2.46817,-0.224738,7.56075e-18,3,1.63867e-16,0
-2.46817,-0.145193,8.94852e-18,3,1.98812e-16,0
-2.46817,-0.0688046,1.13771e-17,3,3.30687e-16,0
-2.46817,0.00455329,1.14492e-17,3,3.82466e-16,0
-2.46817,0.0750007,2.87699e-18,3,3.05894e-16,0
-2.46817,0.142653,5.56581e-18,3,-1.19153e-16,0
-2.46817,0.207622,6.2597e-18,3,-3.92688e-16,0
-2.46817,0.270013,4.95866e-18,3,-4.0138e-16,0
-2.46817,0.329928,3.65762e-18,3,-3.62876e-16,0
-2.46817,0.387466,4.35151e-18,3,-2.37593e-16,0
-2.46817,0.442722,5.73929e-18,3,-1.54036e-16,0
-2.46817,0.495785,6.43317e-18,3,-2.21673e-16,0
-2.46817,0.546744,5.13213e-18,3,9.74538e-17,0
-2.46817,0.59568,2.79026e-18,3,3.29307e-16,0
-2.46817,0.642675,2.44331e-18,3,4.82983e-16,0
-2.46817,0.687805,3.1372e-18,3,4.73082e-16,0
-2.46817,0.731145,3.83109e-18,3,2.7367e-16,0
-2.46817,0.772765,5.65255e-18,3,9.23897e-18,0
-2.46817,0.812735,6.08623e-18,3,-4.2815e-16,0
-2.46817,0.851118,5.39234e-18,3,-5.38544e-16,0
-2.46817,0.887978,4.69845e-18,3,-2.88321e-16,0
-2.46817,0.923377,5.3056e-18,3,-3.34852e-16,0
-2.46817,0.95737,4.16334e-18,3,-2.76132e-16,0
-2.46817,0.990015,2.53005e-18,3,6.42317e-16,0
-2.46817,1.02137,1.83616e-18,3,-1.40167e-10,0
-2.46817,1.05147,-8.52664e-19,3.00015,4.2995e-05,0
-2.46817,1.08038,-8.52664e-19,2.27544,-0.33262,0
-2.46817,1.10815,-2.06697e-18,1.18554,-0.780231,0
-2.46817,1.13481,-3.97517e-18,1.13388,-0.775985,0
-2.46817,1.16042,-2.67412e-18,1.12321,-0.769756,0
-2.46817,1.18501,-3.97517e-18,1.11169,-0.759165,0
-2.46817,1.20862,-5.27621e-18,1.09654,-0.750283,0
-2.46817,1.2313,-3.28128e-18,1.08102,-0.74296,0
-2.46817,1.25307,-3.88843e-18,1.0666,-0.735357,0
-2.46817,1.27399,-6.23031e-18,1.05043,-0.725945,0
-2.46817,1.29407,-5.53642e-18,1.03012,-0.712192,0
-2.46817,1.31336,-3.1078e-18,1.00252,-0.69328,0
-2.46817,1.33188,-1.37308e-18,0.968223,-0.667002,0
-2.46817,1.34966,-9.394e-19,0.929996,-0.646717,0
-2.46817,1.36675,-8.52664e-19,0.908349,-0.628781,0
-2.46817,1.38315,-1.58774e-19,0.894226,-0.635957,0
-2.46817,1.3989,4.33681e-19,0.896821,-0.632475,0
-2.46817,1.44612,-3.46945e-18,2.50477,-1.07409,0
-2.46817,1.45582,-1.73472e-18,2.53462,-1.01702,0
-2.46817,1.46592,0,2.65865,-1.16987,0
-2.46817,1.47643,0,2.74834,-1.36406,0
-2.46817,1.48738,0,2.85783,-0.97658,0
-2.46817,1.49878,0,2.92998,-0.894007,0
-2.46817,1.51065,0,2.98256,-0.646261,0
-2.46817,1.52301,0,2.98742,-0.345685,0
-2.46817,1.53588,0,2.95187,-0.0651122,0
-2.46817,1.54928,-1.73472e-18,2.90091,0.169049,0
-2.46817,1.56324,-4.85723e-18,2.88991,0.235326,0
-2.46817,1.57777,-7.63278e-18,2.89914,0.220128,0
-2.46817,1.59291,-1.07553e-17,2.93834,0.143231,0
-2.46817,1.60867,-1.11022e-17,2.98403,0.0466199,0
-2.46817,1.62508,-1.11022e-17,2.99798,0.00665068,0
-2.46817,1.64217,-1.42247e-17,2.99992,0.000250491,0
-2.46817,1.65996,-1.45717e-17,3,3.29418e-06,0
-2.46817,1.67849,-1.21206e-17,3,2.27045e-08,0
-2.46817,1.69779,-3.81639e-18,3,1.17637e-10,0
-2.46817,1.71788,-2.08167e-18,3,5.32855e-13,0
-2.46817,1.7388,-5.20417e-18,3,1.98035e-16,0
-2.46817,1.76059,-8.32667e-18,3,1.09679e-15,0
-2.46817,1.78327,-8.67362e-18,3,-9.23951e-16,0
-2.46817,1.8069,-9.02056e-18,3,4.48486e-17,0
-2.46817,1.8315,-9.02056e-18,3,-1.25671e-18,0
-2.46817,1.85712,-9.02056e-18,3,3.44712e-16,0
-2.46817,1.88379,-7.63278e-18,3,2.19113e-16,0
-2.46817,1.91157,-6.245e-18,3,2.82482e-16,0
-2.46817,1.94049,-6.245e-18,3,3.60991e-16,0
-2.46817,1.97061,-4.51028e-18,3,2.47365e-16,0
-2.46817,2.00197,-1.04083e-18,3,9.30882e-17,0
-2.46817,2.03463,6.93889e-19,3,-1.53253e-16,0
-2.46817,2.06864,6.93889e-19,3,-1.54055e-16,0
-2.46817,2.10406,6.93889e-19,3,-1.88547e-16,0
-2.46817,2.14093,6.93889e-19,3,1.44596e-17,0
-2.46817,2.17933,6.93889e-19,3,4.81634e-16,0
-2.46817,2.21932,7.16313e-19,3,-2.0472e-16,0
-2.46817,2.26096,-1.38778e-18,3,4.12542e-17,0
-2.46817,2.30432,-1.38778e-18,3,1.91735e-16,0
-2.46817,2.34947,-3.1225e-18,3,7.61005e-17,0
-2.46817,2.39648,-3.1225e-18,3,-1.71325e-16,0
-2.46817,2.44544,-3.1225e-18,3,1.56822e-16,0
-2.46817,2.49642,-3.1225e-18,3,-3.63257e-16,0
-2.46817,2.54951,-3.1225e-18,3,-4.82051e-17,0
-2.46817,2.60479,-3.1225e-18,3,1.01042e-16,0
-2.46817,2.66235,-4.16334e-18,3,1.39332e-16,0
-2.46817,2.7223,-6.93889e-18,3,5.36203e-17,0
-2.46817,2.78471,-6.93889e-18,3,-3.01777e-16,0
-2.46817,2.84971,-5.20417e-18,3,-4.54047e-16,0
-2.46817,2.91739,-3.1225e-18,3,-1.15342e-15,0
